ID;DISCIPLINA;ARGOMENTO;SUBARGOMENTO;COMANDO;ESERCIZIO;LIVELLO;SOLUZIONE;TIPO
818;Matematica;funzione_quadratica;a_problemi_ottimiz;Risolvere il seguente problema con l’utilizzo della funzione quadratica:;Una finestra è costituita da un rettangolo di base $2x$, sormontato da un semicerchio di diametro coincidente con la base del rettangolo. Supponiamo che il perimetro dell’intera finestra sia $24$ metri. Determinare $x$ in modo che dalla finestra entri la massima luce possibile (ovvero rendere massima l’area della finestra).;2;$3,36 circa$;A
819;Matematica;polinomi;a_divisione_ruffini;Eseguire la seguente divisione applicando la regola di Ruffini e indicando il resto se diverso da $0$.;$(2x^3-9x+1):(x-3)$;1;"$2x^2+6x+9; 28$";A
820;Matematica;polinomi;a_divisione_ruffini;Eseguire la seguente divisione applicando la regola di Ruffini e indicando il resto se diverso da $0$.;$(3x^3+x^2-8x+4):(x+2)$;1;"$3x^2-5x+2; 0$";A
821;Matematica;polinomi;a_divisione_ruffini;Eseguire la seguente divisione applicando la regola di Ruffini e indicando il resto se diverso da $0$.;$\left( 2b^3 - \dfrac{11}{3} b^2 - \dfrac{1}{3} + 2b \right) : \left(b - \dfrac{1}{3}\right)$;2;$\left[ Q = 2b^2 - 3b + 1 \right]$;A
822;Matematica;polinomi;a_divisione_ruffini;Eseguire la seguente divisione applicando la regola di Ruffini e indicando il resto se diverso da $0$.;$\left( 7a^3 + \dfrac{27}{2}a^2 + \dfrac{3}{2} + \dfrac{11}{2}a \right) : \left(a + \dfrac{3}{2}\right)$;2;$\left[ Q = 7a^2 + 3a + 1 \right]$;A
823;Matematica;scomposizioni;a_risolvere;Scomporre il seguente polinomio in fattori irriducibili:;$2(x-2)^2 + x(x-2) + 4 - 3x$;3;$\left[ (3x - 4)(x - 3) \right]$;A
824;Matematica;scomposizioni;a_risolvere;Scomporre il seguente polinomio in fattori irriducibili:;$x^3 - (2y + 1)x^2 - x + 2y + 1$;3;$\left[ (x - 2y - 1)(x + 1)(x - 1) \right]$;A
825;Matematica;frazioni_algebriche;a_espressioni;Risolvere la seguente espressione con le frazioni algebriche:;$\dfrac{b}{b+2x} + \dfrac{4bx}{b^2-4x^2} + \dfrac{2x}{b-2x}=...$;1;$\frac{b+2x}{b-2x}$;A
826;Matematica;frazioni_algebriche;a_espressioni;Risolvere la seguente espressione con le frazioni algebriche:;$\dfrac{x+1}{x^2-x} - \dfrac{1}{x^2-1} + \dfrac{1-x}{x^2+x}=...$;1;$\frac{3}{x^2-1}$;A
827;Matematica;frazioni_algebriche;a_espressioni;Risolvere la seguente espressione con le frazioni algebriche:;$\left[\left(\dfrac{3x^2-2}{x-1}+\dfrac{6x-2}{x-3}\cdot\dfrac{9-x^2}{3x-1}\right)\cdot\dfrac{1}{x-2}+1\right]^2 \cdot \left(1+\dfrac{x-2}{x-1}\right)^{-3}=...$;2;$\frac{x-1}{2x-3}$;A
828;Matematica;frazioni_algebriche;a_espressioni;Risolvere la seguente espressione con le frazioni algebriche:;$\left(\dfrac{1}{a-3}+\dfrac{1}{2a^{2}-3a-9}\right)\cdot\dfrac{2a+3}{a^{2}+2a}+\left(\dfrac{1}{a^{2}-9}-\dfrac{1}{a^{2}-3a}\right):\dfrac{1}{a+3}=...$;2;$\frac{-1}{a(a-3)}$;A
829;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Un’azienda agricola ha venduto nell’ultimo anno $n$ casse di frutta, ottenendo un ricavo $R$ superiore dell’$x\%$ rispetto al ricavo ottenuto l’anno precedente, vendendo la stessa quantità di casse di frutta. Determinare la frazione algebrica che esprime il prezzo al quale veniva venduta una cassa di frutta l’anno scorso.;1;$\frac{100R}{n(100+x)}$;A
830;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Un’azienda tecnologica ha venduto nell’ultimo anno $x$ cellulari, ottenendo un guadagno $G$ inferiore dell’$n\%$ rispetto al guadagno ottenuto l’anno precedente, vendendo la stessa quantità di cellulari. Determinare la frazione algebrica che esprime il prezzo al quale veniva venduta un cellulare l’anno scorso.;1;$\frac{100G}{x(100-n)}$;A
831;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Siano $a, b, c$ tre numeri razionali tali che $a + b + c = 7$ e $\dfrac{1}{a+b} + \dfrac{1}{b+c} + \dfrac{1}{c+a} = \dfrac{7}{10}$. Quanto vale $\dfrac{a}{b+c} + \dfrac{b}{c+a} + \dfrac{c}{a+b}$ ?;3;$\frac{19}{10}$;A
832;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Siano $x, y, z$ tre numeri diversi da zero. È noto che $x + y + z = 1$ e $\dfrac{1}{x} + \dfrac{1}{y} + \dfrac{1}{z} = 0$. Allora l’espressione $x^2+y^2+z^2$ vale?;3;$1$;A
833;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Siano $a, b, c$ tre numeri reali non nulli tali che $a + b + c = 12$ e $\dfrac{1}{a+b} + \dfrac{1}{b+c} + \dfrac{1}{c+a} = 1$. Sapendo inoltre che $ab + bc + ca = 20$ calcolare il valore di $S = \dfrac{a^2}{b+c} + \dfrac{b^2}{c+a} + \dfrac{c^2}{a+b}$.;4;$96$;A
834;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Siano $x, y, z$ tre numeri reali non nulli tali che $x + y + z = 10$ e $\dfrac{1}{x+y} + \dfrac{1}{y+z} + \dfrac{1}{z+x} = 2$. Sapendo inoltre che $xy + yz + zx = 13$ calcolare il valore di $S = \dfrac{x^2}{y+z} + \dfrac{y^2}{z+x} + \dfrac{z^2}{x+y}$.;4;$160$;A
835;Matematica;frazioni_algebriche;a_problemi;Risolvere il seguente problema utilizzando le frazioni algebriche:;Un’azienda vende ogni anno lo stesso numero di tablet, pari a $y$. Quest’anno ha aumentato il prezzo di vendita di ciascun tablet del $m\%$ rispetto al prezzo dell’anno scorso, ottenendo così un guadagno complessivo $H$ maggiore del $m\%$ rispetto all’anno precedente. Determinare la frazione algebrica che rappresenta il prezzo al quale veniva venduto un tablet l’anno scorso, in funzione di $H, y, m$.;1;$\frac{100H}{y(100+m)}$;A
836;Matematica;funzioni;a_dom_assi_segno;"Per la seguente funzione, calcolare:
\begin{center} a) Dominio; \;\;\; b) Intersezione con gli assi; \;\;\; c) Studio del segno \end{center}
e riportare i risultati ottenuti nel piano cartesiano.";$y=\dfrac{x-2}{x^{2}-6x+5}$;1;"$x<>1, x<>5, (2,0); (0,-2/5); 1<x<2 V x>5$";A
837;Matematica;funzioni;a_dom_assi_segno;"Per la seguente funzione, calcolare:
\begin{center} a) Dominio; \;\;\; b) Intersezione con gli assi; \;\;\; c) Studio del segno \end{center}
e riportare i risultati ottenuti nel piano cartesiano.";$y=\dfrac{x-3}{x^{2}-7x+6}$;1;"$x<>1, x<>6, (3,0); (0,-1/2); 1<x<3 V x>6$";A
838;Matematica;funzioni;a_dom_assi_segno;"Per la seguente funzione, calcolare:
\begin{center} a) Dominio; \;\;\; b) Intersezione con gli assi; \;\;\; c) Studio del segno \end{center}
e riportare i risultati ottenuti nel piano cartesiano.";$y=\dfrac{x^2-4}{x^{2}-6x+5}$;2;"$x<>1, x<>5, (-2,0); (2,0); (0,-4/5); x<-2 V 1<x<2 V x>5$";A
839;Matematica;funzioni;a_dom_assi_segno;"Per la seguente funzione, calcolare:
\begin{center} a) Dominio; \;\;\; b) Intersezione con gli assi; \;\;\; c) Studio del segno \end{center}
e riportare i risultati ottenuti nel piano cartesiano.";$y=\dfrac{x^2-9}{x^{2}-7x+6}$;2;"$x<>1, x<>6, (-3,0); (3,0); (0,-3/2); x<-3; 1<x<3 V x>6$";A
840;Matematica;congruenza_misura;a_problema_segm_ang;Risolvere il seguente problema utilizzando le equazioni:;La somma di due segmenti, AB e CD, è $75$ cm, e M è il punto medio di AB. Se CD = $\frac{7}{4}$ AM, quali sono le lunghezze di AB e di CD?;1;"$\left[ 40\ \text{cm};\ 35\ \text{cm} \right]$";A
841;Matematica;congruenza_misura;a_problema_segm_ang;Risolvere il seguente problema utilizzando le equazioni:;La somma di tre angoli consecutivi, $\alpha, \beta, \gamma$, è un angolo piatto. L'ampiezza di $ \alpha $ è il triplo di quella di $ \beta $ e l'angolo $ \gamma $ supera $ \alpha $ di $ 40^\circ $. Quanto misurano i tre angoli?;1;"$\left[ 60^\circ;\ 20^\circ;\ 100^\circ \right]$";A
842;Matematica;congruenza_misura;a_problema_segm_ang;Risolvere il seguente problema utilizzando le equazioni:;Si consideri un quadrilatero ABCD il cui perimetro è 42 cm. Sapendo che la somma di due lati non consecutivi è uguale alla somma degli altri due, che AB supera CD di 3 cm e che BC è il doppio di AD, determinare i quattro lati.;2;"$\left[12\ \text{cm};\ 14\ \text{cm};\ 9\ \text{cm};\ 7\ \text{cm} \right]$";A
843;Matematica;congruenza_misura;a_problema_segm_ang;Risolvere il seguente problema utilizzando le equazioni:;Determinare le ampiezze di tre angoli consecutivi, sapendo che due di essi sono adiacenti e che la loro somma, congruente al triplo del doppio di uno dei due angoli adiacenti, è $210$ gradi.;2;$[35, 145, 30]$;A
844;Matematica;parallele_poligoni;a_problema_poligoni;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Quanto misura la somma degli angoli interni di un poligono convesso con $7$ lati? E quella degli angoli esterni?;1;$900, 360$;A
845;Matematica;parallele_poligoni;a_problema_poligoni;Risolvere il seguente esercizio argomentando i risultati ottenuti:;La somma degli angoli interni di un poligono convesso è $2700$ gradi. Determina il numero dei lati del poligono.;1;$17$;A
846;Matematica;parallele_poligoni;a_problema_poligoni;Risolvere il seguente problema utilizzando le equazioni:;Due poligoni convessi sono tali che uno ha $5$ lati in più dell'altro. Sommando le ampiezze degli angoli interni di entrambi i poligoni si ottiene $4500^\circ$. Quanti lati hanno i due poligoni?;2;$12,17$;A
847;Matematica;parallele_poligoni;a_problema_poligoni;Risolvere il seguente problema utilizzando le equazioni:;Due poligoni regolari hanno uno il doppio dei lati dell'altro. L'ampiezza di ciascun angolo interno del poligono avente il numero di lati maggiore supera di $18^\circ$ l'ampiezza di ciascun angolo interno dell'altro poligono. Quanti lati hanno i due poligoni? (Un poligono si dice regolare se è convesso ed ha tutti i lati e tutti gli angoli congruenti);2;$10,20$;A
848;Matematica;parallele_poligoni;a_problema_ang_pol;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Si consideri il triangolo rettangolo $ABC$. Fissare un punto $ P $ sull'ipotenusa $ AB $, un punto $ Q $ sul cateto $ BC $ e un punto $ R $ sul cateto $ AC $ in modo che i triangoli $ PAR $ e $ PBQ $ siano isosceli di basi $ PR $ e $ PQ $. Calcolare l'ampiezza dell'angolo $ \widehat{RPQ} $.;3;$45$;A
849;Matematica;parallele_poligoni;a_problema_ang_pol;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Nel triangolo $ABC$, $\widehat{C}$ è la metà di $ \widehat{B} $. Prolungare il lato $ BC $, dalla parte di $ C $, di un segmento $ CP \cong AC $ e calcolare l'ampiezza dell'angolo $ \widehat{BAP} $ se $ \widehat{C} = 40^\circ $.;2;$80$;A
850;Matematica;parallele_poligoni;a_problema_ang_pol;Risolvere il seguente esercizio argomentando i risultati ottenuti:;In un triangolo $LMN$ gli angoli di vertici $ L $ e $ N $ hanno ampiezze, rispettivamente, $ 42^\circ $ e $ 80^\circ $. Sia $ r $ la retta passante per $ M $ che è perpendicolare alla bisettrice dell'angolo $ L\widehat{M}N $ e sia $ O $ il punto d'intersezione tra $ r $ e la retta $ LN $. Qual è l'ampiezza dell'angolo $ M\widehat{O}N $?;2;$19$;A
851;Matematica;parallele_poligoni;a_problema_ang_pol;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un ottagono convesso possiede $8$ angoli interni. Quanti di essi, al massimo, possono essere retti?;3;$3$;A
852;Matematica;probabilità;a_probab_geometrica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un punto viene scelto a caso all'interno di un quadrato di lato $10$ cm. All'interno del quadrato è disegnata una circonferenza con diametro $10$ cm, quindi la circonferenza è inscritta nel quadrato. Qual è la probabilità che il punto scelto cada all'interno della circonferenza?;1;$\pi/4$;A
853;Matematica;probabilità;a_probab_geometrica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un bersaglio ha la forma di un rettangolo di dimensioni $8$ cm × $6$ cm. Al suo interno c’è disegnato un triangolo rettangolo con base e altezza coincidenti con i lati del rettangolo. Una freccetta viene lanciata a caso contro il bersaglio, colpendo un punto qualsiasi della superficie con uguale probabilità. Qual è la probabilità che la freccetta colpisca l’interno del triangolo?;1;$1/2$;A
854;Matematica;probabilità;a_probab_geometrica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;"Sia dato un quadrato di lato $2$, con vertici nei punti $(0,0)$, $(2,0)$, $(2,2)$, $(0,2)$. Un punto $P = (x, y)$ viene scelto \emph{a caso} all'interno del quadrato. Qual è la probabilità che il punto soddisfi la condizione $x^2 + y^2 \leq 1\;$?";2;$\pi/16$;A
855;Matematica;probabilità;a_probab_geometrica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Sia $D$ la regione del piano cartesiano delimitata dal’asse $x$, dalla retta $y=x$ e dalla retta $y=4-x$. Si sceglie un punto $(x,y)$ a caso in $D$. Qual è la probabilità che $y > \frac{1}{2}x$?;2;$1/3$;A
856;Matematica;probabilità;a_probab_classica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;In un'urna ci sono $40$ palline di colore giallo o rosso. La probabilità di estrarre una pallina rossa è $0,55$. Calcolare il numero delle palline rosse e la probabilità di estrarre una pallina gialla.;1;"$22; 0,45$";A
857;Matematica;probabilità;a_probab_classica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Su $600$ cinture in pelle prodotte da un artigiano, $40$ presentano dei difetti. Ne vende $156$ e di queste $15$ sono difettose. Tra quelle rimaste, qual è la probabilità che una scelta a caso presenti dei difetti?;1;$5,6 percento$;A
858;Matematica;probabilità;a_probab_classica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Calcola la probabilità che, estraendo una carta da un mazzo di $52$ carte, essa sia di quadri o una figura rossa o un re.;2;$\frac{9}{26}$;A
859;Matematica;probabilità;a_probab_classica;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Calcola la probabilità che, lanciando un dado, esca un numero pari o un multiplo di $3$ o un numero minore di $4$.;2;$\frac{5}{6}$;A
860;Matematica;geometria;a_circ_angoli_centro;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Data una circonferenza di centro $O$ e raggio $r = 8$ cm, considerare due punti $A$ e $B$ sulla circonferenza tali che l'angolo al centro $A\hat{O}B$ misuri \textbf{120°}. Trovare l'ampiezza dell'angolo alla circonferenza $A\hat{C}B$, dove $C$ è un punto qualsiasi della circonferenza (diverso da $A$ e $B$) che giace sull'arco maggiore $AB$. Se $D$ è un punto sull'arco minore $AB$, qual è l'ampiezza di $A\hat{D}B$?;1;$60,120$;A
861;Matematica;geometria;a_circ_angoli_centro;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Data una circonferenza di centro $O$ e raggio $r = 5$ cm, considerare due punti $A$ e $B$ sulla circonferenza tali che l'angolo al centro $A\hat{O}B$ misuri \textbf{72°}. Determinare l'ampiezza dell'angolo alla circonferenza $A\hat{C}B$, dove $C$ è un punto qualsiasi della circonferenza (diverso da $A$ e $B$) che giace sull'arco maggiore $AB$. Se $D$ è un punto sull'arco minore $AB$, qual è l'ampiezza di $A\hat{D}B$?;1;$36,144$;A
862;Matematica;geometria;a_circ_angoli_centro;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Sia $AB$ il diametro di una semicirconferenza di centro $O$ e raggio $r$. Un punto $C$ si trova sulla semicirconferenza. Se l'angolo $\widehat{CAB} = 30^\circ$ e il raggio $r = 5$ cm, determina la lunghezza dei lati del triangolo $ABC$. ;2;$AB = 10 \text{ cm}, \quad BC = 5 \text{ cm}, \quad AC = 5\sqrt{3} \text{ cm}$;A
863;Matematica;geometria;a_circ_angoli_centro;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Sia $AB$ il diametro di una semicirconferenza di centro $O$ e raggio $r$. Un punto $C$ si trova sulla semicirconferenza. Se l'angolo $\widehat{CAB} = 60^\circ$ e il raggio $r = 8$ cm, determina la lunghezza dei lati del triangolo $ABC$. ;2;$AB = 16 \text{ cm}, \quad AC = 8 \text{ cm}, \quad BC = 8\sqrt{3} \text{ cm}$;A
864;Matematica;geometria;a_pit_euclide;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un trapezio rettangolo ha la diagonale minore perpendicolare al lato obliquo. Sapendo che l'altezza misura $24$ cm e che la base maggiore supera la minore di $18$ cm, calcola il perimetro e l'area del trapezio.;2;"$[136 cm; 984 cm^2]$";A
865;Matematica;geometria;a_pit_euclide;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Sia dato un quadrilatero $ABCD$ inscritto in una circonferenza di diametro $BD$ e con $AC$ perpendicolare a $BD$ in $H$. Sapendo che $BD = 80$ cm e che $BH = \frac{2}{3}DH$, calcolare l'area di $ABCD$.;2;$[1280 \sqrt{6} \text{ cm}^2]$;A
866;Matematica;geometria;a_pit_euclide;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un triangolo isoscele di base $6$ m ha il perimetro lungo $24$ m. Calcola la misura dell'altezza relativa alla base.;1;$[6 \sqrt{2} \text{ m}]$;A
867;Matematica;geometria;a_pit_euclide;Risolvere il seguente esercizio argomentando i risultati ottenuti:;Un triangolo rettangolo ha un cateto di $48$ cm e l'area di $336$ cm$^2$. Quanto è lunga l'ipotenusa?;1;$[50 \text{ cm}]$;A
868;Fisica;forze;a_forza_elastica;Per rinforzare la muscolatura degli avambracci si usa un manubrio che contiene una molla a spirale. Per comprimere la molla di $\Delta x_1 = {2,0}{cm}$ è necessaria una forza di $F_1 = {90}{N}$. Determina la forza $F_2$ necessaria per comprimere la molla di $\Delta x_2 = {3,5}{cm}$.;\,;1;Circa ${160}{N}$;A
869;Fisica;forze;a_forza_elastica;Una molla è appesa al soffitto. Al suo estremo libero è fissata una massa di $m = {650}{g}$. Quando la massa viene tolta, la molla si accorcia di $\Delta x = {32}{cm}$. Calcola la costante elastica $k$ della molla.;\,;1;${20}{N/m}$;A
870;Fisica;forze;a_forza_elastica;Due molle identiche sono fissate l'una all'altra e appese al soffitto. Si appende all'estremo libero della molla più bassa un pesetto di $m = {0,35}{kg}$. L'allungamento totale delle molle è $\Delta x_{\text{tot}} = {4,0}{cm}$. Quanto vale la costante elastica $k$ di ogni molla?;\,;2;${170}{N/m}$;A
871;Fisica;forze;a_forza_elastica;Considera la situazione mostrata in figura. Le due molle vengono agganciate l'una all'altra. Calcola gli allungamenti $\Delta x_A$ e $\Delta x_B$ delle due molle quando raggiungono l'equilibrio.;\begin{center} \includegraphics[scale=0.3]{molla_id_871} \end{center} ;2;"${7,3}{cm}; {12,7}{cm}$";A
872;Fisica;forze;a_forza_attrito;Un blocco di massa $m$ è tirato da una corda fissata a un peso. Il blocco inizia a muoversi sul piano quando il peso è $P = {1,8}{kg}$. Il coefficiente di attrito statico fra blocco e piano è $\mu_s = 0,75$. Calcola la massa $m$ del blocco.;\begin{center} \includegraphics[scale=0.2]{attrito_id_872} \end{center} ;1;${2,4}{kg}$;A
873;Fisica;forze;a_forza_attrito;"Una cassa di $m = {9,5}{kg}$ è inizialmente ferma sul pavimento. La cassa viene sottoposta a una forza orizzontale e inizia a muoversi solo quando la forza supera $F_s = {37}{N}$. Quando ha iniziato a muoversi, per spostarla a velocità costante è sufficiente una forza di $F_d = {28}{N}$. Calcola, per la superficie di contatto tra cassa e pavimento: (a) il coefficiente di attrito statico $\mu_s$; (b) il coefficiente di attrito dinamico $\mu_d$.";\,;1;"$[0.40; 0.30]$";A
